Mareta_C_K,Hotel Neo+ Kuta - Legian by ASTON,10
Reni_U,Hotel Neo+ Kuta - Legian by ASTON,10
aulia_t_m,Ramada Encore by Wyndham Bali Seminyak,10
Gary_M,Ramada Encore by Wyndham Bali Seminyak,10
Yoga_A_P,Ramada Encore by Wyndham Bali Seminyak,10
Juwita_S_S,Ramada Encore by Wyndham Bali Seminyak,10
Arik,Ramada Encore by Wyndham Bali Seminyak,10
Vrina_A,Ramada Encore by Wyndham Bali Seminyak,10
melbes_h,Ramada Encore by Wyndham Bali Seminyak,10
Dean_I,Ramada Encore by Wyndham Bali Seminyak,10
Dara_S,Ramada Encore by Wyndham Bali Seminyak,10
Viktor,Ramada Encore by Wyndham Bali Seminyak,9.7
Hj_Alfiati,The Lerina Hotel Nusa Dua,10
Siti_H,The Lerina Hotel Nusa Dua,10
Sasi_A,The Lerina Hotel Nusa Dua,10
Kadek_A_D,The Lerina Hotel Nusa Dua,10
Maryati,The Lerina Hotel Nusa Dua,10
Andy_K,The Lerina Hotel Nusa Dua,9.7
Ardhina_F,The Lerina Hotel Nusa Dua,9.4
Cynthia_V_S,The Lerina Hotel Nusa Dua,9.4
Karuna_G,The Lerina Hotel Nusa Dua,9.3
I_Putu_A_W_A,The Lerina Hotel Nusa Dua,9.1
Hennie_N,Swiss-Belhotel Tuban,10
Ira_F,Swiss-Belhotel Tuban,10
Aditya_A_P,Swiss-Belhotel Tuban,10
Azis_H,Swiss-Belhotel Tuban,10
Merli_L,Swiss-Belhotel Tuban,10
maria_v,Swiss-Belhotel Tuban,10
Tyas_P,Swiss-Belhotel Tuban,9.7
Reni_z_t,Swiss-Belhotel Tuban,9.7
Rakeel_S_A,Swiss-Belhotel Tuban,9.7
Putu_S_S,Swiss-Belhotel Tuban,9.7
Mbak_L,RV Hotel Kutus Kutus,10
harry_g,RV Hotel Kutus Kutus,10
Roihatul_J,RV Hotel Kutus Kutus,9.4
inggrid_w_a,RV Hotel Kutus Kutus,8.8
Hilda_r_a,RV Hotel Kutus Kutus,8.5
Theresia_T_R,RV Hotel Kutus Kutus,8.5
Mbak_L,RV Hotel Kutus Kutus,9.1
Riyan_O,RV Hotel Kutus Kutus,9.1
Rindang_A_W,RV Hotel Kutus Kutus,8.5
Fadilah_R_A,RV Hotel Kutus Kutus,10
Yopi_A,Pullman Bali Legian Beach,10
yesica_s,Pullman Bali Legian Beach,10
Andario_D_W,Pullman Bali Legian Beach,9.7
putri_r,Pullman Bali Legian Beach,9.7
princess_w,Pullman Bali Legian Beach,9.4
Andini_M_F,Pullman Bali Legian Beach,9.4
Lana,Pullman Bali Legian Beach,6.4
Lia_A,Pullman Bali Legian Beach,6.1
Willy_T,Pullman Bali Legian Beach,6
Stefanus,Pullman Bali Legian Beach,6
Erny_W,Choice Stay Hotel Denpasar,9.7
Maria_A_B,Choice Stay Hotel Denpasar,9.7
Gede_S,Choice Stay Hotel Denpasar,9.7
teguh_k_p,Choice Stay Hotel Denpasar,9.7
Tya_M,Choice Stay Hotel Denpasar,9
Tunjung_W,Choice Stay Hotel Denpasar,8.8
Rudy_P_S,Choice Stay Hotel Denpasar,6
Erico_R_D,Choice Stay Hotel Denpasar,10
sylvia_h,Choice Stay Hotel Denpasar,9.7
M_Teguh_K,Choice Stay Hotel Denpasar,8.5
Sofyan_N,Amaris Teuku Umar Denpasar,10
Luzi_M_F,Amaris Teuku Umar Denpasar,10
Ariski_M_D,Amaris Teuku Umar Denpasar,9.6
Andi_T,Amaris Teuku Umar Denpasar,6.2
Vernowati_V,Amaris Teuku Umar Denpasar,6
Archangela,Amaris Teuku Umar Denpasar,5.7
Yenna_M,Amaris Teuku Umar Denpasar,4.8
Sisilia_m_B,Amaris Teuku Umar Denpasar,9.7
Ida_A_N_S_P,Amaris Teuku Umar Denpasar,8.5
GST_A_M_A_P,Amaris Teuku Umar Denpasar,10
Margaretha_T,POP! Hotel Kuta Beach,9.7
Margaretha_T,POP! Hotel Kuta Beach,9.7
dede_k,POP! Hotel Kuta Beach,9.7
Hanifa_M_W,POP! Hotel Kuta Beach,9.4
Pangestuti_F_A,POP! Hotel Kuta Beach,9.4
Isnawati_F,POP! Hotel Kuta Beach,9.4
IBNU_W_F,POP! Hotel Kuta Beach,9.4
Asti_O,POP! Hotel Kuta Beach,8.5
ivo_r,POP! Hotel Kuta Beach,8.5
Putut_E_F,POP! Hotel Kuta Beach,6.9
Tri_N_U,Hilton Garden Inn Bali Ngurah Rai Airport,10
Titania_K,Hilton Garden Inn Bali Ngurah Rai Airport,9.7
Firda_F_H,Hilton Garden Inn Bali Ngurah Rai Airport,9.7
Sofia_n_a,Hilton Garden Inn Bali Ngurah Rai Airport,9.7
Bahrul_U,Hilton Garden Inn Bali Ngurah Rai Airport,8.8
Rizki_N,Hilton Garden Inn Bali Ngurah Rai Airport,8.5
Edison_p_h,Hilton Garden Inn Bali Ngurah Rai Airport,8.5
